codigo,TipoVia,NombreVia,barrio,via,ViaCatastro
PZ,PLAZA,CASINO,ALBERCA LA,"PLAZA CASINO, ALBERCA LA",CASINO(PLAZA) en ALBERCA LA
PZ,PLAZA,CASTILLA,MURCIA,"PLAZA CASTILLA, MURCIA",CASTILLA(PLAZA) en MURCIA
PZ,PLAZA,CASTILLEJO,MURCIA,"PLAZA CASTILLEJO, MURCIA",CASTILLEJO(PLAZA) en MURCIA
PZ,PLAZA,CEBALLOS,MURCIA,"PLAZA CEBALLOS, MURCIA",CEBALLOS(PLAZA) en MURCIA
PZ,PLAZA,CETINA,MURCIA,"PLAZA CETINA, MURCIA",CETINA(PLAZA) en MURCIA
PZ,PLAZA,CHARCO,SANTO ANGEL,"PLAZA CHARCO, SANTO ANGEL",CHARCO(PLAZA) en SANTO ANGEL
PZ,PLAZA,CIRCULAR,MURCIA,"PLAZA CIRCULAR, MURCIA",CIRCULAR(PLAZA) en MURCIA
PZ,PLAZA,CONCORDIA,MARTINEZ PUERTO,"PLAZA CONCORDIA, MARTINEZ PUERTO",CONCORDIA(PLAZA) en MARTINEZ PUERTO
PZ,PLAZA,CONDESTABLE,MURCIA,"PLAZA CONDESTABLE, MURCIA",CONDESTABLE(PLAZA) en MURCIA
PZ,PLAZA,CONSEJO REGIONAL,LOBOSILLO,"PLAZA CONSEJO REGIONAL, LOBOSILLO",CONSEJO REGIONAL(PLAZA) en LOBOSILLO
PZ,PLAZA,CONSTITUCION,BENIAJAN,"PLAZA CONSTITUCION, BENIAJAN",CONSTITUCION(PLAZA) en BENIAJAN
PZ,PLAZA,CONSTITUCION,EL PALMAR,"PLAZA CONSTITUCION, EL PALMAR",CONSTITUCION(PLAZA) en EL PALMAR
PZ,PLAZA,CONSTITUCION,ESPINARDO,"PLAZA CONSTITUCION, ESPINARDO",CONSTITUCION(PLAZA) en ESPINARDO
PZ,PLAZA,CONSTITUCION,MURCIA,"PLAZA CONSTITUCION, MURCIA",CONSTITUCION(PLAZA) en MURCIA
PZ,PLAZA,CONSTITUCION,PUEBLA DE SOTO,"PLAZA CONSTITUCION, PUEBLA DE SOTO",CONSTITUCION(PLAZA) en PUEBLA DE SOTO
PZ,PLAZA,CONSTITUCION(STGO EL MAYO,MURCIA,"PLAZA CONSTITUCION(STGO EL MAYO, MURCIA",CONSTITUCION(STGO EL MAYO(PLAZA) en MURCIA
PZ,PLAZA,CRISTO DEL RESCATE,MURCIA,"PLAZA CRISTO DEL RESCATE, MURCIA",CRISTO DEL RESCATE(PLAZA) en MURCIA
PZ,PLAZA,CRONISTA CARLOS VALCARCEL,BENIAJAN,"PLAZA CRONISTA CARLOS VALCARCEL, BENIAJAN",CRONISTA CARLOS VALCARCEL(PLAZA) en BENIAJAN
PZ,PLAZA,CRONISTA D RDGUEZ ALMELA,MURCIA,"PLAZA CRONISTA D RDGUEZ ALMELA, MURCIA",CRONISTA D RDGUEZ ALMELA(PLAZA) en MURCIA
PZ,PLAZA,CRUZ DE LA,ALJUCER,"PLAZA CRUZ DE LA, ALJUCER",CRUZ DE LA(PLAZA) en ALJUCER
PZ,PLAZA,CRUZ DE LA,CARRASCOY,"PLAZA CRUZ DE LA, CARRASCOY",CRUZ DE LA(PLAZA) en CARRASCOY
PZ,PLAZA,CRUZ,MONTEAGUDO,"PLAZA CRUZ, MONTEAGUDO",CRUZ(PLAZA) en MONTEAGUDO
PZ,PLAZA,CRUZ ROJA,MURCIA,"PLAZA CRUZ ROJA, MURCIA",CRUZ ROJA(PLAZA) en MURCIA
PZ,PLAZA,DALI,CASILLAS,"PLAZA DALI, CASILLAS",DALI(PLAZA) en CASILLAS
PZ,PLAZA,DE LOS PATOS,MURCIA,"PLAZA DE LOS PATOS, MURCIA",DE LOS PATOS(PLAZA) en MURCIA
PZ,PLAZA,DEMOCRACIA,EL PALMAR,"PLAZA DEMOCRACIA, EL PALMAR",DEMOCRACIA(PLAZA) en EL PALMAR
PZ,PLAZA,DENTISTAS MURCIANOS,MURCIA,"PLAZA DENTISTAS MURCIANOS, MURCIA",DENTISTAS MURCIANOS(PLAZA) en MURCIA
PZ,PLAZA,DIEZ REVENGA,MURCIA,"PLAZA DIEZ REVENGA, MURCIA",DIEZ REVENGA(PLAZA) en MURCIA
PZ,PLAZA,DIPUTACION,CORVERA,"PLAZA DIPUTACION, CORVERA",DIPUTACION(PLAZA) en CORVERA
PZ,PLAZA,DOCTOR JOSE MARIA AROCA,MURCIA,"PLAZA DOCTOR JOSE MARIA AROCA, MURCIA",DOCTOR JOSE MARIA AROCA(PLAZA) en MURCIA
PZ,PLAZA,DR ELISEO ESCUDERO JARA,ZENETA,"PLAZA DR ELISEO ESCUDERO JARA, ZENETA",DR ELISEO ESCUDERO JARA(PLAZA) en ZENETA
PZ,PLAZA,EMBAJADORES,MURCIA,"PLAZA EMBAJADORES, MURCIA",EMBAJADORES(PLAZA) en MURCIA
PZ,PLAZA,ERMITA,JAVALI NUEVO,"PLAZA ERMITA, JAVALI NUEVO",ERMITA(PLAZA) en JAVALI NUEVO
PZ,PLAZA,EUROPA,MURCIA,"PLAZA EUROPA, MURCIA",EUROPA(PLAZA) en MURCIA
PZ,PLAZA,FEDERICO GARCIA LORCA,ALBERCA LA,"PLAZA FEDERICO GARCIA LORCA, ALBERCA LA",FEDERICO GARCIA LORCA(PLAZA) en ALBERCA LA
PZ,PLAZA,FLORES,MURCIA,"PLAZA FLORES, MURCIA",FLORES(PLAZA) en MURCIA
PZ,PLAZA,FONTES,JAVALI VIEJO,"PLAZA FONTES, JAVALI VIEJO",FONTES(PLAZA) en JAVALI VIEJO
PZ,PLAZA,FONTES,MURCIA,"PLAZA FONTES, MURCIA",FONTES(PLAZA) en MURCIA
PZ,PLAZA,FUENSANTA,MURCIA,"PLAZA FUENSANTA, MURCIA",FUENSANTA(PLAZA) en MURCIA
PZ,PLAZA,FUENTE,ALBERCA LA,"PLAZA FUENTE, ALBERCA LA",FUENTE(PLAZA) en ALBERCA LA
PZ,PLAZA,FUNDADORA STA MARIA JOSEF,MURCIA,"PLAZA FUNDADORA STA MARIA JOSEF, MURCIA",FUNDADORA STA MARIA JOSEF(PLAZA) en MURCIA
PZ,PLAZA,GARCIA GALLEGO,EL PALMAR,"PLAZA GARCIA GALLEGO, EL PALMAR",GARCIA GALLEGO(PLAZA) en EL PALMAR
PZ,PLAZA,GLORIA,COBATILLAS,"PLAZA GLORIA, COBATILLAS",GLORIA(PLAZA) en COBATILLAS
PZ,PLAZA,GOMEZ ORTEGA,CORVERA,"PLAZA GOMEZ ORTEGA, CORVERA",GOMEZ ORTEGA(PLAZA) en CORVERA
PZ,PLAZA,GONZALEZ CONDE,MURCIA,"PLAZA GONZALEZ CONDE, MURCIA",GONZALEZ CONDE(PLAZA) en MURCIA
PZ,PLAZA,GOYA,PUNTAL EL,"PLAZA GOYA, PUNTAL EL",GOYA(PLAZA) en PUNTAL EL
PZ,PLAZA,HELLIN LASHERAS,JAVALI VIEJO,"PLAZA HELLIN LASHERAS, JAVALI VIEJO",HELLIN LASHERAS(PLAZA) en JAVALI VIEJO
PZ,PLAZA,HERNANDEZ AMORES,MURCIA,"PLAZA HERNANDEZ AMORES, MURCIA",HERNANDEZ AMORES(PLAZA) en MURCIA
PZ,PLAZA,IGLESIA,ALBERCA LA,"PLAZA IGLESIA, ALBERCA LA",IGLESIA(PLAZA) en ALBERCA LA
PZ,PLAZA,IGLESIA,BENIAJAN,"PLAZA IGLESIA, BENIAJAN",IGLESIA(PLAZA) en BENIAJAN
PZ,PLAZA,IGLESIA,CABEZO TORRES,"PLAZA IGLESIA, CABEZO TORRES",IGLESIA(PLAZA) en CABEZO TORRES
PZ,PLAZA,IGLESIA,CASILLAS,"PLAZA IGLESIA, CASILLAS",IGLESIA(PLAZA) en CASILLAS
PZ,PLAZA,IGLESIA,COBATILLAS,"PLAZA IGLESIA, COBATILLAS",IGLESIA(PLAZA) en COBATILLAS
PZ,PLAZA,IGLESIA,EL PALMAR,"PLAZA IGLESIA, EL PALMAR",IGLESIA(PLAZA) en EL PALMAR
PZ,PLAZA,IGLESIA,GARRES LOS,"PLAZA IGLESIA, GARRES LOS",IGLESIA(PLAZA) en GARRES LOS
PZ,PLAZA,IGLESIA,GUADALUPE,"PLAZA IGLESIA, GUADALUPE",IGLESIA(PLAZA) en GUADALUPE
PZ,PLAZA,IGLESIA,JAVALI NUEVO,"PLAZA IGLESIA, JAVALI NUEVO",IGLESIA(PLAZA) en JAVALI NUEVO
PZ,PLAZA,IGLESIA,JERON.-AVILESES,"PLAZA IGLESIA, JERON.-AVILESES",IGLESIA(PLAZA) en JERON.-AVILESES
PZ,PLAZA,IGLESIA,LOBOSILLO,"PLAZA IGLESIA, LOBOSILLO",IGLESIA(PLAZA) en LOBOSILLO
PZ,PLAZA,IGLESIA,MONTEAGUDO,"PLAZA IGLESIA, MONTEAGUDO",IGLESIA(PLAZA) en MONTEAGUDO
PZ,PLAZA,IGLESIA,NONDUERMAS,"PLAZA IGLESIA, NONDUERMAS",IGLESIA(PLAZA) en NONDUERMAS
PZ,PLAZA,IGLESIA,PUENTE TOCINOS,"PLAZA IGLESIA, PUENTE TOCINOS",IGLESIA(PLAZA) en PUENTE TOCINOS
PZ,PLAZA,IGLESIA,RAYA LA,"PLAZA IGLESIA, RAYA LA",IGLESIA(PLAZA) en RAYA LA
PZ,PLAZA,IGLESIA,RINCON BENISCOR,"PLAZA IGLESIA, RINCON BENISCOR",IGLESIA(PLAZA) en RINCON BENISCOR
PZ,PLAZA,IGLESIA,TORREAGUERA,"PLAZA IGLESIA, TORREAGUERA",IGLESIA(PLAZA) en TORREAGUERA
PZ,PLAZA,IGLESIA,ZENETA,"PLAZA IGLESIA, ZENETA",IGLESIA(PLAZA) en ZENETA
PZ,PLAZA,ILDEFONSO NICOLAS NOGUERA,MURCIA,"PLAZA ILDEFONSO NICOLAS NOGUERA, MURCIA",ILDEFONSO NICOLAS NOGUERA(PLAZA) en MURCIA
PZ,PLAZA,INDUSTRIA,MURCIA,"PLAZA INDUSTRIA, MURCIA",INDUSTRIA(PLAZA) en MURCIA
PZ,PLAZA,INGENIERO JUAN CIERVA,MURCIA,"PLAZA INGENIERO JUAN CIERVA, MURCIA",INGENIERO JUAN CIERVA(PLAZA) en MURCIA
PZ,PLAZA,INMACULADA,RAYA LA,"PLAZA INMACULADA, RAYA LA",INMACULADA(PLAZA) en RAYA LA
PZ,PLAZA,JACARANDA,ALBERCA LA,"PLAZA JACARANDA, ALBERCA LA",JACARANDA(PLAZA) en ALBERCA LA
PZ,PLAZA,JARA CARRILLO,TORREAGUERA,"PLAZA JARA CARRILLO, TORREAGUERA",JARA CARRILLO(PLAZA) en TORREAGUERA
PZ,PLAZA,JARDIN FUENTE DEL OLIVAR,MONTEAGUDO,"PLAZA JARDIN FUENTE DEL OLIVAR, MONTEAGUDO",JARDIN FUENTE DEL OLIVAR(PLAZA) en MONTEAGUDO
PZ,PLAZA,JOAQUIN OLMEDO,ALGEZARES,"PLAZA JOAQUIN OLMEDO, ALGEZARES",JOAQUIN OLMEDO(PLAZA) en ALGEZARES
PZ,PLAZA,JOAQUIN SANCHEZ,MURCIA,"PLAZA JOAQUIN SANCHEZ, MURCIA",JOAQUIN SANCHEZ(PLAZA) en MURCIA
PZ,PLAZA,JOSE BARNES,MURCIA,"PLAZA JOSE BARNES, MURCIA",JOSE BARNES(PLAZA) en MURCIA
PZ,PLAZA,JOSE BAUTISTA,MURCIA,"PLAZA JOSE BAUTISTA, MURCIA",JOSE BAUTISTA(PLAZA) en MURCIA
PZ,PLAZA,JOSE ESTEVE MORA,MURCIA,"PLAZA JOSE ESTEVE MORA, MURCIA",JOSE ESTEVE MORA(PLAZA) en MURCIA
PZ,PLAZA,JOSE PALMA MORAGA,BENIAJAN,"PLAZA JOSE PALMA MORAGA, BENIAJAN",JOSE PALMA MORAGA(PLAZA) en BENIAJAN
PZ,PLAZA,JOSE VELASCO,ESPARRAGAL,"PLAZA JOSE VELASCO, ESPARRAGAL",JOSE VELASCO(PLAZA) en ESPARRAGAL
PZ,PLAZA,JOUFRE,MURCIA,"PLAZA JOUFRE, MURCIA",JOUFRE(PLAZA) en MURCIA
PZ,PLAZA,JUAN CARLOS I,SANGONERA VERDE,"PLAZA JUAN CARLOS I, SANGONERA VERDE",JUAN CARLOS I(PLAZA) en SANGONERA VERDE
PZ,PLAZA,JUAN HERNANDEZ PARDO,LLANO BRUJAS,"PLAZA JUAN HERNANDEZ PARDO, LLANO BRUJAS",JUAN HERNANDEZ PARDO(PLAZA) en LLANO BRUJAS
PZ,PLAZA,JUAN SAEZ HURTADO,ALJUCER,"PLAZA JUAN SAEZ HURTADO, ALJUCER",JUAN SAEZ HURTADO(PLAZA) en ALJUCER
PZ,PLAZA,JUAN XXIII,ALGEZARES,"PLAZA JUAN XXIII, ALGEZARES",JUAN XXIII(PLAZA) en ALGEZARES
PZ,PLAZA,JUAN XXIII,MURCIA,"PLAZA JUAN XXIII, MURCIA",JUAN XXIII(PLAZA) en MURCIA
PZ,PLAZA,JULIAN ROMEA,MURCIA,"PLAZA JULIAN ROMEA, MURCIA",JULIAN ROMEA(PLAZA) en MURCIA
PZ,PLAZA,LAS PALMERAS,MURCIA,"PLAZA LAS PALMERAS, MURCIA",LAS PALMERAS(PLAZA) en MURCIA
PZ,PLAZA,LAUREL,EL PALMAR,"PLAZA LAUREL, EL PALMAR",LAUREL(PLAZA) en EL PALMAR
PZ,PLAZA,LEOPOLDO FERNANDEZ,MARTINEZ PUERTO,"PLAZA LEOPOLDO FERNANDEZ, MARTINEZ PUERTO",LEOPOLDO FERNANDEZ(PLAZA) en MARTINEZ PUERTO
PZ,PLAZA,LIBERTAD,ZENETA,"PLAZA LIBERTAD, ZENETA",LIBERTAD(PLAZA) en ZENETA
PZ,PLAZA,LIMONEROS,EL PALMAR,"PLAZA LIMONEROS, EL PALMAR",LIMONEROS(PLAZA) en EL PALMAR
PZ,PLAZA,LUIS FONTES PAGAN,CORVERA,"PLAZA LUIS FONTES PAGAN, CORVERA",LUIS FONTES PAGAN(PLAZA) en CORVERA
PZ,PLAZA,MAESTRO MANUEL SUSARTE,MURCIA,"PLAZA MAESTRO MANUEL SUSARTE, MURCIA",MAESTRO MANUEL SUSARTE(PLAZA) en MURCIA
PZ,PLAZA,MANUEL FRUTOS MARIN,SAN JOSE,"PLAZA MANUEL FRUTOS MARIN, SAN JOSE",MANUEL FRUTOS MARIN(PLAZA) en SAN JOSE
PZ,PLAZA,MARTINEZ TORNEL,ALBERCA LA,"PLAZA MARTINEZ TORNEL, ALBERCA LA",MARTINEZ TORNEL(PLAZA) en ALBERCA LA
PZ,PLAZA,MARTINEZ TORNEL,MURCIA,"PLAZA MARTINEZ TORNEL, MURCIA",MARTINEZ TORNEL(PLAZA) en MURCIA
PZ,PLAZA,MAYOR,CARRASCOY,"PLAZA MAYOR, CARRASCOY",MAYOR(PLAZA) en CARRASCOY
PZ,PLAZA,MAYOR,GUADALUPE,"PLAZA MAYOR, GUADALUPE",MAYOR(PLAZA) en GUADALUPE
PZ,PLAZA,MAYOR,MURCIA,"PLAZA MAYOR, MURCIA",MAYOR(PLAZA) en MURCIA
PZ,PLAZA,MAYOR,RINCON BENISCOR,"PLAZA MAYOR, RINCON BENISCOR",MAYOR(PLAZA) en RINCON BENISCOR
PZ,PLAZA,MIGUEL ANGEL BLANCO,PUENTE TOCINOS,"PLAZA MIGUEL ANGEL BLANCO, PUENTE TOCINOS",MIGUEL ANGEL BLANCO(PLAZA) en PUENTE TOCINOS
PZ,PLAZA,MORERAS,EL PALMAR,"PLAZA MORERAS, EL PALMAR",MORERAS(PLAZA) en EL PALMAR
PZ,PLAZA,MUSICO DIAZ CANO,MURCIA,"PLAZA MUSICO DIAZ CANO, MURCIA",MUSICO DIAZ CANO(PLAZA) en MURCIA
PZ,PLAZA,NARANJOS,EL PALMAR,"PLAZA NARANJOS, EL PALMAR",NARANJOS(PLAZA) en EL PALMAR
PZ,PLAZA,NATALIA MARTINEZ ALARCON,PUENTE TOCINOS,"PLAZA NATALIA MARTINEZ ALARCON, PUENTE TOCINOS",NATALIA MARTINEZ ALARCON(PLAZA) en PUENTE TOCINOS
PZ,PLAZA,NORTE,RAAL EL,"PLAZA NORTE, RAAL EL",NORTE(PLAZA) en RAAL EL
PZ,PLAZA,NUESTRA SRA DE LOURDES,MURCIA,"PLAZA NUESTRA SRA DE LOURDES, MURCIA",NUESTRA SRA DE LOURDES(PLAZA) en MURCIA
PZ,PLAZA,NUEVA SAN ANTON,MURCIA,"PLAZA NUEVA SAN ANTON, MURCIA",NUEVA SAN ANTON(PLAZA) en MURCIA
PZ,PLAZA,OLIVAR,EL PALMAR,"PLAZA OLIVAR, EL PALMAR",OLIVAR(PLAZA) en EL PALMAR
PZ,PLAZA,ORTEGA GASSET,MURCIA,"PLAZA ORTEGA GASSET, MURCIA",ORTEGA GASSET(PLAZA) en MURCIA
PZ,PLAZA,PADRE ISIDORO,RAAL EL,"PLAZA PADRE ISIDORO, RAAL EL",PADRE ISIDORO(PLAZA) en RAAL EL
PZ,PLAZA,PAJA,MURCIA,"PLAZA PAJA, MURCIA",PAJA(PLAZA) en MURCIA
PZ,PLAZA,PARADA,MURCIA,"PLAZA PARADA, MURCIA",PARADA(PLAZA) en MURCIA
PZ,PLAZA,PARRA,ALBERCA LA,"PLAZA PARRA, ALBERCA LA",PARRA(PLAZA) en ALBERCA LA
PZ,PLAZA,PEDRO POU,MURCIA,"PLAZA PEDRO POU, MURCIA",PEDRO POU(PLAZA) en MURCIA
PZ,PLAZA,PERALES,EL PALMAR,"PLAZA PERALES, EL PALMAR",PERALES(PLAZA) en EL PALMAR
PZ,PLAZA,PERIODISTA JAIME CAMPMANY,MURCIA,"PLAZA PERIODISTA JAIME CAMPMANY, MURCIA",PERIODISTA JAIME CAMPMANY(PLAZA) en MURCIA
PZ,PLAZA,PERUCHOS,JERON.-AVILESES,"PLAZA PERUCHOS, JERON.-AVILESES",PERUCHOS(PLAZA) en JERON.-AVILESES
PZ,PLAZA,PETANCA,SANGONERA VERDE,"PLAZA PETANCA, SANGONERA VERDE",PETANCA(PLAZA) en SANGONERA VERDE
PZ,PLAZA,PINTOR ALMELA COSTA,EL PALMAR,"PLAZA PINTOR ALMELA COSTA, EL PALMAR",PINTOR ALMELA COSTA(PLAZA) en EL PALMAR
PZ,PLAZA,PINTOR IN MEDINA VERA,MURCIA,"PLAZA PINTOR IN MEDINA VERA, MURCIA",PINTOR IN MEDINA VERA(PLAZA) en MURCIA
PZ,PLAZA,PINTOR JOSE MARIA PARRAGA,EL PALMAR,"PLAZA PINTOR JOSE MARIA PARRAGA, EL PALMAR",PINTOR JOSE MARIA PARRAGA(PLAZA) en EL PALMAR
PZ,PLAZA,PINTOR JOSE MARIA PARRAGA,MURCIA,"PLAZA PINTOR JOSE MARIA PARRAGA, MURCIA",PINTOR JOSE MARIA PARRAGA(PLAZA) en MURCIA
PZ,PLAZA,PINTOR MARIANO BALLESTER,MURCIA,"PLAZA PINTOR MARIANO BALLESTER, MURCIA",PINTOR MARIANO BALLESTER(PLAZA) en MURCIA
PZ,PLAZA,PINTOR PEDRO FLORES,MURCIA,"PLAZA PINTOR PEDRO FLORES, MURCIA",PINTOR PEDRO FLORES(PLAZA) en MURCIA
PZ,PLAZA,PONTEVEDRA,MURCIA,"PLAZA PONTEVEDRA, MURCIA",PONTEVEDRA(PLAZA) en MURCIA
PZ,PLAZA,PRECIOSA,MURCIA,"PLAZA PRECIOSA, MURCIA",PRECIOSA(PLAZA) en MURCIA
PZ,PLAZA,PRINCIPE DE ASTURIAS,DOLORES LOS,"PLAZA PRINCIPE DE ASTURIAS, DOLORES LOS",PRINCIPE DE ASTURIAS(PLAZA) en DOLORES LOS
PZ,PLAZA,PROFESOR TIERNO GALVAN,MURCIA,"PLAZA PROFESOR TIERNO GALVAN, MURCIA",PROFESOR TIERNO GALVAN(PLAZA) en MURCIA
PZ,PLAZA,PUERTA NUEVA,MURCIA,"PLAZA PUERTA NUEVA, MURCIA",PUERTA NUEVA(PLAZA) en MURCIA
PZ,PLAZA,PUXMARINA,MURCIA,"PLAZA PUXMARINA, MURCIA",PUXMARINA(PLAZA) en MURCIA
PZ,PLAZA,RAIGUERO,ALBERCA LA,"PLAZA RAIGUERO, ALBERCA LA",RAIGUERO(PLAZA) en ALBERCA LA
PZ,PLAZA,RAMON CONESA GARCIA,LOBOSILLO,"PLAZA RAMON CONESA GARCIA, LOBOSILLO",RAMON CONESA GARCIA(PLAZA) en LOBOSILLO
PZ,PLAZA,REGION MURCIANA,PUENTE TOCINOS,"PLAZA REGION MURCIANA, PUENTE TOCINOS",REGION MURCIANA(PLAZA) en PUENTE TOCINOS
PZ,PLAZA,REINA SOFIA,PUENTE TOCINOS,"PLAZA REINA SOFIA, PUENTE TOCINOS",REINA SOFIA(PLAZA) en PUENTE TOCINOS
PZ,PLAZA,RENTO,ALBERCA LA,"PLAZA RENTO, ALBERCA LA",RENTO(PLAZA) en ALBERCA LA
PZ,PLAZA,ROBLE,ALBERCA LA,"PLAZA ROBLE, ALBERCA LA",ROBLE(PLAZA) en ALBERCA LA
PZ,PLAZA,ROSALIA DE CASTRO,MURCIA,"PLAZA ROSALIA DE CASTRO, MURCIA",ROSALIA DE CASTRO(PLAZA) en MURCIA
PZ,PLAZA,SAAVEDRA FAJARDO,MONTEAGUDO,"PLAZA SAAVEDRA FAJARDO, MONTEAGUDO",SAAVEDRA FAJARDO(PLAZA) en MONTEAGUDO
PZ,PLAZA,SACRISTIA,PUEBLA DE SOTO,"PLAZA SACRISTIA, PUEBLA DE SOTO",SACRISTIA(PLAZA) en PUEBLA DE SOTO
PZ,PLAZA,SALAMANCA,MURCIA,"PLAZA SALAMANCA, MURCIA",SALAMANCA(PLAZA) en MURCIA
PZ,PLAZA,SAN AGUSTIN,MURCIA,"PLAZA SAN AGUSTIN, MURCIA",SAN AGUSTIN(PLAZA) en MURCIA
PZ,PLAZA,SAN ANTOLIN,MURCIA,"PLAZA SAN ANTOLIN, MURCIA",SAN ANTOLIN(PLAZA) en MURCIA
PZ,PLAZA,SAN ANTON,PUEBLA DE SOTO,"PLAZA SAN ANTON, PUEBLA DE SOTO",SAN ANTON(PLAZA) en PUEBLA DE SOTO
PZ,PLAZA,SAN BARTOLOME,MURCIA,"PLAZA SAN BARTOLOME, MURCIA",SAN BARTOLOME(PLAZA) en MURCIA
PZ,PLAZA,SAN BENITO,MURCIA,"PLAZA SAN BENITO, MURCIA",SAN BENITO(PLAZA) en MURCIA
PZ,PLAZA,SANDOVAL,MURCIA,"PLAZA SANDOVAL, MURCIA",SANDOVAL(PLAZA) en MURCIA
PZ,PLAZA,SAN GINES(SAN ANDRES),MURCIA,"PLAZA SAN GINES(SAN ANDRES), MURCIA",SAN GINES(SAN ANDRES)(PLAZA) en MURCIA
PZ,PLAZA,SAN JERONIMO,JERON.-AVILESES,"PLAZA SAN JERONIMO, JERON.-AVILESES",SAN JERONIMO(PLAZA) en JERON.-AVILESES
PZ,PLAZA,SAN JOAQUIN,RINCON SECA,"PLAZA SAN JOAQUIN, RINCON SECA",SAN JOAQUIN(PLAZA) en RINCON SECA
PZ,PLAZA,SAN JUAN BAUTISTA,ALQUERIAS,"PLAZA SAN JUAN BAUTISTA, ALQUERIAS",SAN JUAN BAUTISTA(PLAZA) en ALQUERIAS
PZ,PLAZA,SAN JUAN,MURCIA,"PLAZA SAN JUAN, MURCIA",SAN JUAN(PLAZA) en MURCIA
PZ,PLAZA,SAN JULIAN,MURCIA,"PLAZA SAN JULIAN, MURCIA",SAN JULIAN(PLAZA) en MURCIA
PZ,PLAZA,SAN MARTIN,MURCIA,"PLAZA SAN MARTIN, MURCIA",SAN MARTIN(PLAZA) en MURCIA
PZ,PLAZA,SAN NICOLAS,MURCIA,"PLAZA SAN NICOLAS, MURCIA",SAN NICOLAS(PLAZA) en MURCIA
PZ,PLAZA,SAN PEDRO,MARTINEZ PUERTO,"PLAZA SAN PEDRO, MARTINEZ PUERTO",SAN PEDRO(PLAZA) en MARTINEZ PUERTO
PZ,PLAZA,SAN PEDRO,MURCIA,"PLAZA SAN PEDRO, MURCIA",SAN PEDRO(PLAZA) en MURCIA
PZ,PLAZA,SANTA ANA,MURCIA,"PLAZA SANTA ANA, MURCIA",SANTA ANA(PLAZA) en MURCIA
PZ,PLAZA,SANTA CATALINA,MURCIA,"PLAZA SANTA CATALINA, MURCIA",SANTA CATALINA(PLAZA) en MURCIA
PZ,PLAZA,SANTA EULALIA,MURCIA,"PLAZA SANTA EULALIA, MURCIA",SANTA EULALIA(PLAZA) en MURCIA
PZ,PLAZA,SANTA GERTRUDIS,MURCIA,"PLAZA SANTA GERTRUDIS, MURCIA",SANTA GERTRUDIS(PLAZA) en MURCIA
PZ,PLAZA,SANTA ISABEL,MURCIA,"PLAZA SANTA ISABEL, MURCIA",SANTA ISABEL(PLAZA) en MURCIA
PZ,PLAZA,SANTA MARIA GRACIA,MURCIA,"PLAZA SANTA MARIA GRACIA, MURCIA",SANTA MARIA GRACIA(PLAZA) en MURCIA
PZ,PLAZA,SANTA MARIA,MARTINEZ PUERTO,"PLAZA SANTA MARIA, MARTINEZ PUERTO",SANTA MARIA(PLAZA) en MARTINEZ PUERTO
PZ,PLAZA,SANTO DOMINGO,MURCIA,"PLAZA SANTO DOMINGO, MURCIA",SANTO DOMINGO(PLAZA) en MURCIA
PZ,PLAZA,SARDOY,MURCIA,"PLAZA SARDOY, MURCIA",SARDOY(PLAZA) en MURCIA
PZ,PLAZA,SEBASTIAN ELCANO,CORVERA,"PLAZA SEBASTIAN ELCANO, CORVERA",SEBASTIAN ELCANO(PLAZA) en CORVERA
PZ,PLAZA,SECANO,RAAL EL,"PLAZA SECANO, RAAL EL",SECANO(PLAZA) en RAAL EL
PZ,PLAZA,SEDA,MURCIA,"PLAZA SEDA, MURCIA",SEDA(PLAZA) en MURCIA
PZ,PLAZA,SIERRA DEL SEGURA,MURCIA,"PLAZA SIERRA DEL SEGURA, MURCIA",SIERRA DEL SEGURA(PLAZA) en MURCIA
PZ,PLAZA,TOLEDO,MURCIA,"PLAZA TOLEDO, MURCIA",TOLEDO(PLAZA) en MURCIA
PZ,PLAZA,TOMAS VALIENTE,PUENTE TOCINOS,"PLAZA TOMAS VALIENTE, PUENTE TOCINOS",TOMAS VALIENTE(PLAZA) en PUENTE TOCINOS
PZ,PLAZA,TORRECILLA,MURCIA,"PLAZA TORRECILLA, MURCIA",TORRECILLA(PLAZA) en MURCIA
PZ,PLAZA,TRIANGULAR,MURCIA,"PLAZA TRIANGULAR, MURCIA",TRIANGULAR(PLAZA) en MURCIA
PZ,PLAZA,UNIVERSIDAD,MURCIA,"PLAZA UNIVERSIDAD, MURCIA",UNIVERSIDAD(PLAZA) en MURCIA
PZ,PLAZA,VICENTE MEDINA,LAS LUMBRERAS,"PLAZA VICENTE MEDINA, LAS LUMBRERAS",VICENTE MEDINA(PLAZA) en LAS LUMBRERAS
PZ,PLAZA,VIOLONCHELISTA M.A.CLARES,ALGEZARES,"PLAZA VIOLONCHELISTA M.A.CLARES, ALGEZARES",VIOLONCHELISTA M.A.CLARES(PLAZA) en ALGEZARES
PZ,PLAZA,VIRGEN DE LA ESPERANZA,SAN BENITO,"PLAZA VIRGEN DE LA ESPERANZA, SAN BENITO",VIRGEN DE LA ESPERANZA(PLAZA) en SAN BENITO
PZ,PLAZA,YESQUEROS,MURCIA,"PLAZA YESQUEROS, MURCIA",YESQUEROS(PLAZA) en MURCIA
PZ,PLAZA,ZARANDONA,MURCIA,"PLAZA ZARANDONA, MURCIA",ZARANDONA(PLAZA) en MURCIA
